addr,assessVal,assessYear,baseExAmt,baseTaxAmt,lienAmt,block,lot,ward,ownerOcc,vacant,sqft,zoneCode,winBidAmt,winPremium,winAmtDue,winBidder,winBusinessNum
2818 WINCHESTER ST,50000.0,2012,0.0,50000.0,3213.47,2388A,056,16,0,0,1450.0,R-6,,,,,
2836 WINCHESTER ST,71000.0,2012,0.0,71000.0,16119.22,2388A,065,16,0,1,1400.0,R-6,,,,,
2900 WINCHESTER ST,35000.0,2012,0.0,35000.0,1800.04,2444,015,16,0,1,1613.33,R-6,7799.84,0.0,1800.04,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
2903 WINCHESTER ST,75300.0,2012,0.0,75300.0,7700.05,2445,066,16,0,0,1400.0,R-6,,,,,
2908 WINCHESTER ST,62133.0,2012,0.0,62133.0,4058.12,2444,019,16,1,0,1540.0,R-6,,,,,
2912 WINCHESTER ST,64567.0,2012,0.0,64567.0,2249.77,2444,021,16,0,0,1540.0,R-6,3306.88,0.0,2249.77,,151.0
2922 WINCHESTER ST,63400.0,2012,0.0,63400.0,808.99,2444,026,16,1,0,1558.33,R-6,94874.46,13902.0,14710.99,"PLUTO 2013, LLC",154.0
2940 WINCHESTER ST,63400.0,2012,0.0,63400.0,1230.55,2444,035,16,0,0,1540.0,R-6,1502.99,0.0,1230.55,,77.0
1319 WINDEMERE AVE,156600.0,2012,0.0,156600.0,2080.23,3989,010,9,1,0,4515.0,R-3,109620.0,9396.0,11476.23,,60.0
1520 WINDEMERE AVE,126300.0,2012,0.0,126300.0,1668.58,3991,037,9,0,0,3150.0,R-5,118109.85,13517.0,15185.58,"PLUTO 2013, LLC",154.0
1719 WINDEMERE AVE,104800.0,2012,0.0,104800.0,1707.1,3993,010,9,1,0,5250.0,R-3,111070.2,13830.0,15537.1,"PLUTO 2013, LLC",154.0
2310 WINDER ST,128800.0,2012,0.0,128800.0,684.02,7474,006E,25,1,0,1800.0,R-8,55992.44,894.0,1578.02,,213.0
2314 WINDER ST,128800.0,2012,0.0,128800.0,12012.15,7474,006G,25,1,0,1800.0,R-8,15200.0,0.0,12012.15,,281.0
2325 WINDSOR AVE,40000.0,2012,0.0,40000.0,1171.62,3214,102,15,1,0,1391.81,R-7,19727.88,745.0,1916.62,,213.0
2817 WINDSOR AVE,75100.0,2012,0.0,75100.0,3669.85,3024,012A,15,0,1,1980.0,R-6,,,,,
2822 WINDSOR AVE,81800.0,2012,0.0,81800.0,1292.08,3031,035,15,1,0,2221.42,R-6,40633.79,1582.0,2874.08,,162.0
2826 WINDSOR AVE,432200.0,2012,0.0,432200.0,12392.18,3031,018,15,0,0,10500.0,R-6,207251.28,6874.0,19266.18,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
2919 WINDSOR AVE,96800.0,2012,0.0,96800.0,50000.14,3023,017,15,0,1,2250.0,R-6,,,,,
3023 WINDSOR AVE,93700.0,2012,0.0,93700.0,8982.3,3022,006,15,1,0,2850.0,R-6,,,,,
3117 WINDSOR AVE,94447.0,2012,0.0,94447.0,2063.53,3021,007F,15,1,0,1895.67,R-6,64224.0,5289.0,7352.53,,60.0
3204 WINDSOR AVE,120600.0,2012,0.0,120600.0,2690.63,3035,006,15,1,0,8000.0,R-5,52414.72,834.0,3524.63,,34.0
3304 WINDSOR AVE,119000.0,2012,0.0,119000.0,3533.78,3036,008,15,0,0,8000.0,R-5,52947.26,1069.0,4602.78,,34.0
3716 WINDSOR MILL ROAD,93000.0,2012,93000.0,0.0,2013.95,2818,007A,15,0,0,2566.67,R-5,45513.16,1662.0,3675.95,,213.0
3720-3722 WINDSOR MILL ROAD,47567.0,2012,0.0,47567.0,2093.16,2818,007B,15,0,1,2383.89,R-5,,,,,
5219 WINDSOR MILL ROAD,187600.0,2012,0.0,187600.0,6248.52,8415,005,28,1,0,,R-4,102617.2,5515.0,11763.52,RAI CUSTODIAN,200.0
5305 WINDSOR MILL ROAD,133700.0,2012,0.0,133700.0,1210.82,8415,003,28,1,0,9079.17,R-4,102527.18,9809.0,11019.82,"PLUTO 2013, LLC",154.0
1902 WINFORD ROAD,136100.0,2012,0.0,136100.0,873.75,5387,726,27,1,0,2103.33,R-5,129519.12,15015.0,15888.75,"PLUTO 2013, LLC",154.0
1911 WINFORD ROAD,128700.0,2012,0.0,128700.0,4398.29,5387,761,27,1,0,2103.33,R-5,63207.0,2345.0,6743.29,,162.0
5701 WINNER AVE,149000.0,2012,0.0,149000.0,3828.21,4459,001,27,1,0,5950.0,R-3,65538.88,1187.0,5015.21,,34.0
5705 WINNER AVE,150000.0,2012,0.0,150000.0,37082.99,4459,005,27,0,0,5950.0,R-3,,,,,
5707 WINNER AVE,130000.0,2012,0.0,130000.0,3740.91,4459,006,27,0,1,5950.0,R-3,30000.0,0.0,3740.91,,89.0
0530 WINSTON AVE,122600.0,2012,0.0,122600.0,8124.7,5173,046,27,0,1,1413.0,R-6,51400.0,472.0,8596.7,,281.0
0538 WINSTON AVE,120300.0,2012,0.0,120300.0,2620.34,5173,050,27,1,0,1457.22,R-6,64908.11,3357.0,5977.34,,162.0
1213 WINSTON AVE,132900.0,2012,0.0,132900.0,2609.28,5267E,054,27,1,0,3431.83,R-5,88048.93,6977.0,9586.28,"PLUTO 2013, LLC",154.0
1416 WINSTON AVE,126800.0,2012,0.0,126800.0,1578.42,5267I,009,27,0,0,2193.75,R-5,114657.7,12787.0,14365.42,"PLUTO 2013, LLC",154.0
1547 WINSTON AVE,148200.0,2012,0.0,148200.0,1122.46,5267O,656,27,1,0,4149.44,R-5,102062.0,8556.0,9678.46,,60.0
3323 WINTERBOURNE ROAD,76733.0,2012,0.0,76733.0,3157.8,2432,012,16,0,1,2546.67,R-6,,,,,
5700 WINTHROPE AVE,172900.0,2012,0.0,172900.0,2379.77,5763,049A,27,0,0,7995.0,R-4,100980.13,6364.0,8743.77,"PLUTO 2013, LLC",154.0
3017 WOLCOTT AVE,106600.0,2012,0.0,106600.0,5315.7,2752,047,15,0,0,2861.67,R-6,,,,,
3019 WOLCOTT AVE,70900.0,2012,0.0,70900.0,2810.42,2752,048,15,0,1,2302.29,R-6,,,,,
3116 WOLCOTT AVE,63000.0,2012,0.0,63000.0,1785.0,2750,008,15,0,0,2526.33,R-5,27960.22,552.0,2337.0,,34.0
0419 N WOLFE ST,193400.0,2012,0.0,193400.0,1261.8,1666,008,6,1,0,718.67,R-8,131200.36,10768.0,12029.8,"PLUTO 2013, LLC",154.0
1508 N WOLFE ST,3000.0,2012,0.0,3000.0,3972.07,1478,045,8,0,1,968.33,R-8,,,,,
1510 N WOLFE ST,3000.0,2012,0.0,3000.0,1938.77,1478,044,8,0,1,968.33,R-8,,,,,
1511 N WOLFE ST,3000.0,2012,0.0,3000.0,440.98,1479,006,8,0,1,927.5,R-8,,,,,
1512 N WOLFE ST,3000.0,2012,0.0,3000.0,4087.47,1478,043,8,0,1,968.33,R-8,,,,,
1513 N WOLFE ST,15000.0,2012,0.0,15000.0,464.04,1479,007,8,0,0,927.5,R-8,1856.16,0.0,464.04,,34.0
1520 N WOLFE ST,15000.0,2012,0.0,15000.0,1064.88,1478,039,8,0,0,968.33,R-8,3209.86,0.0,1064.88,,151.0
1525 N WOLFE ST,15000.0,2012,0.0,15000.0,2078.33,1479,013,8,0,0,927.5,R-8,2799.0,0.0,2078.33,,182.0
1530 N WOLFE ST,3000.0,2012,0.0,3000.0,1572.09,1478,034,8,0,1,968.33,R-8,,,,,
1616 N WOLFE ST,3000.0,2012,0.0,3000.0,5023.68,1467,030,8,0,1,968.33,R-8,,,,,
1617 N WOLFE ST,15000.0,2012,0.0,15000.0,1336.99,1468,009,8,1,0,968.33,R-8,2031.9,0.0,1336.99,,151.0
1619 N WOLFE ST,3000.0,2012,0.0,3000.0,3507.63,1468,010,8,0,0,968.33,R-8,,,,,
1620 N WOLFE ST,15000.0,2012,0.0,15000.0,9363.61,1467,028,8,0,1,968.33,R-8,,,,,
1621 N WOLFE ST,15000.0,2012,0.0,15000.0,2578.88,1468,011,8,0,1,968.33,R-8,3779.0,0.0,2578.88,,182.0
1623 N WOLFE ST,15000.0,2012,0.0,15000.0,809.34,1468,012,8,1,0,968.33,R-8,1701.86,0.0,809.34,,151.0
1625 N WOLFE ST,15000.0,2012,0.0,15000.0,6640.19,1468,013,8,0,1,968.33,R-8,,,,,
1634 N WOLFE ST,15000.0,2012,0.0,15000.0,1326.12,1467,021,8,0,0,968.33,R-8,1515.82,0.0,1326.12,,151.0
1708 N WOLFE ST,15000.0,2012,0.0,15000.0,8526.27,1457,050,8,0,0,1025.0,R-7,,,,,
1728 N WOLFE ST,15000.0,2012,0.0,15000.0,1288.17,1457,040,8,0,1,1026.14,R-7,1779.0,0.0,1288.17,,182.0
1730 N WOLFE ST,15000.0,2012,0.0,15000.0,5245.18,1457,039,8,0,0,1025.0,R-7,,,,,
1806 N WOLFE ST,15000.0,2012,0.0,15000.0,786.04,1447,058,8,0,0,1037.5,R-7,1289.0,0.0,786.04,,213.0
1820 N WOLFE ST,15000.0,2012,0.0,15000.0,1860.47,1447,051,8,0,0,1037.5,R-7,2243.0,0.0,1860.47,,13.0
1842 N WOLFE ST,12000.0,2012,0.0,12000.0,725.58,1447,048,8,0,0,1013.33,R-7,1555.0,0.0,725.58,,235.0
1846 N WOLFE ST,15000.0,2012,0.0,15000.0,1231.43,1447,046,8,0,0,1013.33,R-7,,,,,
1901 N WOLFE ST,15000.0,2012,0.0,15000.0,2956.42,4157,001,8,1,0,1615.0,R-6,,,,,
1906 N WOLFE ST,3000.0,2012,0.0,3000.0,8106.2,4156,037,8,0,0,1710.0,R-6,,,,,
2021 N WOLFE ST,15000.0,2012,0.0,15000.0,1461.18,4158,027,8,0,0,2800.0,R-6,2999.0,0.0,1461.18,,182.0
2120 N WOLFE ST,15000.0,2012,0.0,15000.0,1669.68,4164B,032,8,0,1,1302.58,R-7,2229.0,0.0,1669.68,,182.0
2122 N WOLFE ST,15000.0,2012,0.0,15000.0,5022.01,4164B,033,8,0,1,1302.58,R-7,,,,,
2128 N WOLFE ST,15000.0,2012,0.0,15000.0,1781.26,4164B,036,8,0,1,1302.58,R-7,2229.0,0.0,1781.26,,182.0
0326 S WOLFE ST,274067.0,2012,0.0,274067.0,7644.88,1763,035,2,0,0,1275.0,R-8,160877.33,10250.0,17894.88,RAI CUSTODIAN,200.0
0516 S WOLFE ST,287567.0,2012,0.0,287567.0,3634.12,1781,046,2,0,0,1300.0,R-8,141125.37,5219.0,8853.12,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
1426 WOODALL ST,195200.0,2012,0.0,195200.0,5572.63,2015B,024,24,0,0,1547.0,R-8,99748.0,4333.0,9905.63,,51.0
3707 WOODBINE AVE,145200.0,2012,0.0,145200.0,4235.64,8245,001D,28,1,0,7301.0,R-4,64450.14,1274.0,5509.64,,34.0
3714 WOODBINE AVE,170300.0,2012,0.0,170300.0,12303.41,8243,026,28,0,1,15925.0,R-4,33436.36,0.0,12303.41,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
3814 WOODBINE AVE,149200.0,2012,0.0,149200.0,9292.01,8242,004,28,0,0,8866.67,R-4,34931.96,0.0,9292.01,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
0314 WOODBOURNE AVE,217200.0,2012,0.0,217200.0,7972.91,5026A,017,27,1,0,4515.0,R-4,114924.7,5608.0,13580.91,RAI CUSTODIAN,200.0
0508 WOODBOURNE AVE,97000.0,2012,0.0,97000.0,10355.1,5152,005,27,0,1,2500.0,R-5,10500.0,0.0,10355.1,,281.0
0700 WOODBOURNE AVE,207500.0,2012,0.0,207500.0,10992.03,5152A,014,27,0,0,26990.25,R-3,82700.0,0.0,10992.03,,281.0
0715 WOODBOURNE AVE,178800.0,2012,0.0,178800.0,6741.48,5158A,012,27,0,0,12250.0,R-3,87873.1,3270.0,10011.48,,89.0
0901 WOODBOURNE AVE,187500.0,2012,0.0,187500.0,17082.31,5162,013,27,0,0,,R-5,22920.76,0.0,17082.31,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
1009 WOODBOURNE AVE,128000.0,2012,0.0,128000.0,868.46,5163,006,27,1,0,8739.54,R-5,125824.56,14924.0,15792.46,"PLUTO 2013, LLC",154.0
1219 WOODBOURNE AVE,125400.0,2012,0.0,125400.0,2594.8,5267J,010,27,1,0,3818.1,R-5,66784.48,3324.0,5918.8,,162.0
1233 WOODBOURNE AVE,128300.0,2012,0.0,128300.0,6907.23,5267J,017,27,0,0,2215.08,R-5,45124.2,0.0,6907.23,RAI CUSTODIAN,200.0
1539 WOODBOURNE AVE,160900.0,2012,0.0,160900.0,1107.91,5267O,330,27,1,0,4179.25,R-5,116457.0,10419.0,11526.91,,60.0
1547 WOODBOURNE AVE,132200.0,2012,0.0,132200.0,894.85,5267O,334,27,1,0,2190.0,R-5,129772.19,15378.0,16272.85,"PLUTO 2013, LLC",154.0
2410 WOODBROOK AVE,33100.0,2012,0.0,33100.0,2729.15,3406,014,13,0,0,1244.83,R-8,3133.4,0.0,2729.15,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
2425 WOODBROOK AVE,31100.0,2012,0.0,31100.0,2339.8,3407,047,13,0,0,1009.17,R-8,2577.61,0.0,2339.8,,151.0
2437 WOODBROOK AVE,20000.0,2012,0.0,20000.0,2399.15,3407,041,13,0,0,1009.17,R-8,3467.27,0.0,2399.15,,151.0
2443 WOODBROOK AVE,22800.0,2012,0.0,22800.0,753.52,3407,038,13,0,0,1009.17,R-8,4450.43,0.0,753.52,,151.0
2447 WOODBROOK AVE,31800.0,2012,0.0,31800.0,2423.09,3407,036,13,0,0,1009.17,R-8,3545.31,0.0,2423.09,,151.0
2452 WOODBROOK AVE,31400.0,2012,0.0,31400.0,12611.9,3406,035,13,1,0,1118.87,R-8,,,,,
2454 WOODBROOK AVE,30000.0,2012,0.0,30000.0,604.61,3406,036,13,1,0,1118.87,R-8,7068.78,0.0,604.61,,151.0
2503 WOODBROOK AVE,60490.0,2012,0.0,60490.0,2034.19,3408,063,13,0,0,927.94,R-8,8136.76,0.0,2034.19,,34.0
2505 WOODBROOK AVE,59403.0,2012,0.0,59403.0,1748.61,3408,064,13,0,1,902.69,R-8,4333.0,0.0,1748.61,"DANE EQUITIES, LLC",179.0
2507 WOODBROOK AVE,58403.0,2012,0.0,58403.0,2122.75,3408,065,13,0,0,965.81,R-8,8491.0,0.0,2122.75,,34.0
2533 WOODBROOK AVE,64900.0,2012,0.0,64900.0,1228.06,3408,076,13,0,0,926.25,R-8,4912.24,0.0,1228.06,,34.0
2610 WOODBROOK AVE,30000.0,2012,0.0,30000.0,1558.17,3403,054,13,0,0,828.33,R-8,,,,,
2622 WOODBROOK AVE,10800.0,2012,0.0,10800.0,5702.59,3403,048,13,0,1,875.0,R-8,,,,,
2626 WOODBROOK AVE,34000.0,2012,0.0,34000.0,5419.61,3403,046,13,0,1,881.25,R-8,,,,,
2808 WOODBROOK AVE,39100.0,2012,0.0,39100.0,8921.25,3228A,056,13,0,1,1066.67,R-8,,,,,
2816 WOODBROOK AVE,48200.0,2012,0.0,48200.0,710.04,3228A,052,13,0,0,1066.67,R-8,2889.0,0.0,710.04,,213.0
2824 WOODBROOK AVE,41800.0,2012,0.0,41800.0,9499.98,3228A,048,13,1,0,1066.67,R-8,,,,,
2825 WOODBROOK AVE,48700.0,2012,0.0,48700.0,18847.73,3228B,013,13,0,0,966.67,R-8,,,,,
2842 WOODBROOK AVE,11200.0,2012,0.0,11200.0,24042.33,3228A,039,13,0,1,942.5,R-8,,,,,
2859 WOODBROOK AVE,51000.0,2012,0.0,51000.0,704.59,3228B,030,13,0,0,1040.36,R-8,80943.63,12108.0,12812.59,"PLUTO 2013, LLC",154.0
2871 WOODBROOK AVE,55300.0,2012,0.0,55300.0,4780.09,3228B,036,13,0,0,1041.56,R-8,16550.0,0.0,4780.09,,162.0
2872 WOODBROOK AVE,39100.0,2012,0.0,39100.0,3992.62,3228C,028,13,0,1,1010.33,R-8,,,,,
2875 WOODBROOK AVE,53100.0,2012,0.0,53100.0,1482.39,3228B,038,13,0,0,1041.56,R-8,20000.0,0.0,1482.39,,89.0
3500 WOODBROOK AVE,58600.0,2012,0.0,58600.0,37514.74,3238,008,13,0,1,2133.54,R-8,,,,,
3506 WOODBROOK AVE,55300.0,2012,0.0,55300.0,45571.18,3238,011,13,0,1,2392.5,R-8,,,,,
3510 WOODBROOK AVE,53300.0,2012,0.0,53300.0,1022.04,3238,013,13,1,0,2392.5,R-8,3222.0,0.0,1022.04,"DANE EQUITIES, LLC",179.0
4001 WOODHAVEN AVE,97300.0,2012,0.0,97300.0,2246.39,2849,050,15,1,0,2837.5,R-6,66164.0,5448.0,7694.39,,60.0
4006 WOODHAVEN AVE,90300.0,2012,0.0,90300.0,2504.92,2750B,026,15,1,0,,R-6,63210.0,5418.0,7922.92,,60.0
4007 WOODHAVEN AVE,99500.0,2012,0.0,99500.0,3776.9,2849,047,15,1,0,3071.25,R-6,45678.3,1175.0,4951.9,,34.0
4111 WOODHAVEN AVE,110100.0,2012,0.0,110100.0,1341.8,2849,027,15,1,0,1795.5,R-6,98392.84,10870.0,12211.8,"PLUTO 2013, LLC",154.0
4127 WOODHAVEN AVE,99300.0,2012,0.0,99300.0,16321.07,2849,019,15,0,1,3024.0,R-6,,,,,
4130 WOODHAVEN AVE,100300.0,2012,0.0,100300.0,2979.37,2748B,016,15,1,0,3345.83,R-6,44649.93,905.0,3884.37,,34.0
3007 WOODHOME AVE,131000.0,2012,0.0,131000.0,1704.33,5551,001C,27,1,0,6250.0,R-1,121437.99,13807.0,15511.33,"PLUTO 2013, LLC",154.0
0612 N WOODINGTON ROAD,99500.0,2012,0.0,99500.0,1947.62,2491B,015,28,1,0,2212.83,R-6,118693.04,15778.0,17725.62,"PLUTO 2013, LLC",154.0
0623 N WOODINGTON ROAD,92400.0,2012,0.0,92400.0,3380.92,2491A,021,16,1,0,2200.0,R-6,43354.24,1278.0,4658.92,,89.0
0627 N WOODINGTON ROAD,92000.0,2012,0.0,92000.0,5790.5,2491A,023,16,1,0,2200.0,R-6,18000.0,0.0,5790.5,,60.0
0708 N WOODINGTON ROAD,101900.0,2012,0.0,101900.0,2418.07,2510,017,28,0,0,2000.0,R-6,69292.0,5706.0,8124.07,,60.0
0840 N WOODINGTON ROAD,113500.0,2012,0.0,113500.0,26603.76,2518,011,28,1,0,2500.0,R-6,,,,,
0900 N WOODINGTON ROAD,116500.0,2012,0.0,116500.0,2992.22,2527,001,28,0,0,0.0,R-6,81550.0,6990.0,9982.22,,60.0
0904 N WOODINGTON ROAD,110700.0,2012,0.0,110700.0,4536.02,2527,003,28,0,0,2150.0,R-6,52858.84,1715.0,6251.02,,89.0
0737 S WOODINGTON ROAD,115300.0,2012,0.0,115300.0,2630.44,2530C,217,25,1,0,1601.33,R-6,76566.0,6089.0,8719.44,,60.0
2817 WOODLAND AVE,55100.0,2012,0.0,55100.0,2654.3,4804B,015,27,0,0,6250.0,R-3,39045.69,3401.0,6055.3,,162.0
2932 WOODLAND AVE,24200.0,2012,0.0,24200.0,7369.25,4793,017,27,0,0,7595.0,R-3,,,,,
3617 WOODLAND AVE,69400.0,2012,0.0,69400.0,3540.81,3197,018,15,0,0,15751.28,R-6,,,,,
3620 WOODLAND AVE,148100.0,2012,0.0,148100.0,3923.09,3196C,032,28,0,0,,M-2-1,55857.64,0.0,3923.09,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
3643 WOODLAND AVE,4149000.0,2012,4149000.0,0.0,63284.28,3196A,002,15,0,0,,R-6,,,,,
3800 WOODLEA AVE,201400.0,2012,0.0,201400.0,2509.42,5851,010,27,1,0,6300.0,R-3,114113.7,6710.0,9219.42,"PLUTO 2013, LLC",154.0
4101 WOODLEA AVE,121500.0,2012,0.0,121500.0,4668.74,5854,016,27,0,1,7000.0,R-5,,,,,
4211 WOODLEA AVE,114200.0,2012,0.0,114200.0,1762.22,5937,052,26,1,0,5391.67,R-4,117062.96,14276.0,16038.22,"PLUTO 2013, LLC",154.0
4303 WOODLEA AVE,105700.0,2012,0.0,105700.0,20399.36,5947,002,26,0,0,4043.75,R-3,,,,,
4314 WOODLEA AVE,97700.0,2012,0.0,97700.0,2165.66,5953A,045,26,0,0,3250.0,R-5,43175.85,819.0,2984.66,,89.0
4411 WOODLEA AVE,143800.0,2012,0.0,143800.0,1417.67,5946,013,26,1,0,4852.5,R-3,63558.7,1207.0,2624.67,RAI CUSTODIAN,200.0
4515 WOODLEA AVE,123100.0,2012,0.0,123100.0,2690.09,5953L,008,26,1,0,4529.0,R-3,85209.45,7193.0,9883.09,"PLUTO 2013, LLC",154.0
4714 WOODLEA AVE,127700.0,2012,0.0,127700.0,1785.38,5953K,029A,26,1,0,2914.17,R-4,123401.12,14464.0,16249.38,"PLUTO 2013, LLC",154.0
4203 WOODMERE AVE,115100.0,2012,0.0,115100.0,2511.74,4502,145,28,1,0,1713.17,R-6,79624.72,6716.0,9227.74,"PLUTO 2013, LLC",154.0
5522 WOODMONT AVE,50000.0,2012,0.0,50000.0,1533.77,5266,040,27,0,0,3674.67,R-5,26331.08,1266.0,2799.77,,213.0
3710 WOODRIDGE ROAD,72600.0,2012,0.0,72600.0,1019.42,2515A,006,16,1,0,1470.0,R-6,35000.0,1192.0,2211.42,,60.0
3713 WOODRIDGE ROAD,72100.0,2012,0.0,72100.0,1644.92,2515,017,16,0,0,1400.0,R-6,35629.88,1357.0,3001.92,,213.0
3900 WOODRIDGE ROAD,86100.0,2012,0.0,86100.0,2711.79,2516,001,16,0,0,1522.5,R-6,43068.42,1725.0,4436.79,,213.0
3916 WOODRIDGE ROAD,80300.0,2012,0.0,80300.0,2445.4,2516,009,16,0,0,1470.0,R-6,39900.82,1556.0,4001.4,,213.0
3928 WOODRIDGE ROAD,78200.0,2012,0.0,78200.0,4944.99,2516,015,16,0,0,1470.0,R-6,16650.0,0.0,4944.99,,162.0
4006 WOODRIDGE ROAD,77600.0,2012,0.0,77600.0,2390.38,2516,019,16,0,0,1470.0,R-6,39995.21,1791.0,4181.38,,162.0
3045 WOODRING AVE,164600.0,2012,0.0,164600.0,1180.88,5559,212,27,1,0,3600.0,R-5,121369.0,11105.0,12285.88,,60.0
3104 WOODRING AVE,148000.0,2012,0.0,148000.0,3052.98,5559,159,27,0,0,7066.67,R-5,94537.0,7067.0,10119.98,,60.0
3208 WOODRING AVE,188600.0,2012,0.0,188600.0,6174.61,5555,046D,27,0,0,8149.5,R-1,98700.0,4652.0,10826.61,,281.0
3409 WOODSTOCK AVE,120900.0,2012,0.0,120900.0,4044.14,4149C,059,8,0,0,1926.67,R-6,56957.0,1719.0,5763.14,,60.0
3421 WOODSTOCK AVE,117700.0,2012,0.0,117700.0,942.48,4149C,065,8,0,0,1956.67,R-6,128064.91,16196.0,17138.48,"PLUTO 2013, LLC",154.0
3444 WOODSTOCK AVE,124800.0,2012,0.0,124800.0,1808.97,4149B,060,8,1,0,1917.42,R-6,123196.69,14655.0,16463.97,"PLUTO 2013, LLC",154.0
3503 WOODSTOCK AVE,135600.0,2012,0.0,135600.0,4473.34,4149J,002,8,0,1,2025.0,R-6,66037.2,2359.0,6832.34,RAI CUSTODIAN,200.0
0931 N WOODYEAR ST,1000.0,2012,0.0,1000.0,115970.02,0077,064,16,0,0,610.67,R-8,,,,,
0933 N WOODYEAR ST,1000.0,2012,0.0,1000.0,79557.43,0077,065,16,0,0,610.67,R-8,,,,,
0934 N WOODYEAR ST,1000.0,2012,0.0,1000.0,221288.57,0077,071,16,0,0,624.0,R-8,,,,,
1316 N WOODYEAR ST,55200.0,2012,0.0,55200.0,2057.5,0036B,015,15,0,0,,R-8,29788.13,1541.0,3598.5,,162.0
1332 N WOODYEAR ST,55200.0,2012,0.0,55200.0,1679.7,0036B,023,15,1,0,,R-8,28798.8,1343.0,3022.7,,213.0
1338 N WOODYEAR ST,55200.0,2012,0.0,55200.0,1100.11,0036B,026,15,0,0,,R-8,28818.0,1347.0,2447.11,,162.0
1824 N WOODYEAR ST,17000.0,2012,0.0,17000.0,3423.88,0005,058,15,0,0,637.0,R-8,,,,,
0209 S WOODYEAR ST,5600.0,2012,0.0,5600.0,8715.73,0265,078,19,0,0,804.0,R-8,,,,,
0223 S WOODYEAR ST,30000.0,2012,0.0,30000.0,1137.4,0265,085,19,0,0,781.67,R-8,1415.05,0.0,1137.4,,77.0
0225 S WOODYEAR ST,30000.0,2012,0.0,30000.0,1131.2,0265,086,19,0,0,781.67,R-8,2333.0,0.0,1131.2,"DANE EQUITIES, LLC",179.0
0308 S WOODYEAR ST,60000.0,2012,0.0,60000.0,1702.4,0281,005,19,0,0,840.0,R-8,18500.0,0.0,1702.4,,162.0
0322 S WOODYEAR ST,60000.0,2012,0.0,60000.0,2399.19,0281,012,19,0,0,840.0,R-8,14875.0,0.0,2399.19,,162.0
0331 S WOODYEAR ST,60000.0,2012,0.0,60000.0,1827.8,0281,070,19,0,0,1488.0,R-8,2214.87,0.0,1827.8,,151.0
5116 WOOLVERTON AVE,70200.0,2012,0.0,70200.0,9034.29,4590,031,27,1,0,1575.0,R-6,,,,,
5138 WOOLVERTON AVE,70200.0,2012,0.0,70200.0,4069.92,4590,042,27,0,0,1575.0,R-6,39609.67,2305.0,6374.92,,162.0
4430 WRENWOOD AVE,79400.0,2012,0.0,79400.0,2527.84,5197,030,27,0,0,4375.0,R-5,39803.13,1608.0,4135.84,,213.0
4445 WRENWOOD AVE,92500.0,2012,0.0,92500.0,1375.62,5200,021,27,0,0,1165.5,R-6,43878.1,1375.0,2750.62,,213.0
4805 WRENWOOD AVE,107400.0,2012,0.0,107400.0,4420.39,5183,022,27,1,0,2967.56,R-6,51400.0,1688.0,6108.39,,281.0
0526 WYANOKE AVE,126647.0,2012,0.0,126647.0,2982.66,3903,050,9,1,0,1492.0,R-6,90540.23,7976.0,10958.66,"PLUTO 2013, LLC",154.0
0528 WYANOKE AVE,110300.0,2012,0.0,110300.0,2311.66,3903,051,9,1,0,1494.67,R-6,75004.0,6176.0,8487.66,,60.0
0701 WYANOKE AVE,120320.0,2012,0.0,120320.0,1133.03,3913D,007,9,0,0,2440.0,R-5,84224.0,7219.0,8352.03,,60.0
0506 WYETH ST,71200.0,2012,0.0,71200.0,1724.52,0851,073,21,0,0,618.0,R-9,98335.83,13971.0,15695.52,"PLUTO 2013, LLC",154.0
0638 WYETH ST,88433.0,2012,0.0,88433.0,1513.57,0856B,019,21,0,1,581.0,R-9,9001.0,0.0,1513.57,,62.0
3001 WYLIE AVE,34000.0,2012,0.0,34000.0,1484.38,3350E,034,27,0,0,5954.08,R-6,2799.0,0.0,1484.38,,182.0
3002 WYLIE AVE,34000.0,2012,0.0,34000.0,1446.01,4812,002A,27,0,0,,R-6,3889.0,0.0,1446.01,,213.0
3011 WYLIE AVE,34000.0,2012,0.0,34000.0,3578.86,3350E,030,27,0,0,2340.25,R-6,,,,,
3015 WYLIE AVE,34000.0,2012,0.0,34000.0,1372.66,3350E,028,27,0,0,2340.25,R-6,3889.0,0.0,1372.66,,213.0
3021 WYLIE AVE,34000.0,2012,0.0,34000.0,1142.88,3350E,025,27,0,0,2340.25,R-6,4571.52,0.0,1142.88,,34.0
3025 WYLIE AVE,34000.0,2012,0.0,34000.0,1164.95,3350E,023,27,0,0,2340.25,R-6,4659.8,0.0,1164.95,,34.0
0301 WYMAN PARK DR,172100.0,2012,0.0,172100.0,1205.18,3664A,045,12,0,0,1466.67,R-7,100000.0,6232.0,7437.18,,60.0
0700 WYNDHURST AVE,353100.0,2012,0.0,353100.0,4744.54,4924,011,27,0,0,6300.0,R-5,175100.0,6772.0,11516.54,,281.0
